ortho,phono,class,letters,phonemes,complexity,graphemes,syllabes,frequency,OLD20,Grapheme,Phoneme,Match,Grapheme.1,Phoneme.1,Match.1,orthography,phonology,match,Type,Token,Type.1,Token.1,Type.2,Token.2,Type.3,Token.3,Type.4,Token.4,Type.5,Token.5,type,token,Type.6,Assoc.,Type.7,Assoc..1,Type.8,Assoc..2,Type.9,Assoc..3,Type.10,Token.6,Type.11,Token.7,Type.12,Token.8,Type.13,Token.9,Type.14,Token.10,Type.15,Token.11,Type.16,Token.12,Type.17,Token.13,Type.18,Token.14,Type.19,Token.15,Type.20,Token.16,Type.21,Token.17,phono_IPA
grammaire,gRamER,NC,9.0,6.0,1.5,7.0,2.0,40.42703,3.8,.g.r.a.mm.ai.r.e,.g.R.a.m.E.R.°,(g-g.r-R.a-a.mm-m.ai-E.r-R.e-°),.g.r.a.mm.ai.re,.g.R.a.m.E.R,(g-g.r-R.a-a.mm-m.ai-E.re-R),aire,ER,aire-ER,79.0,3427.0,100.0,100.0,27.719,28.461,2904.0,100810.0,1650.0,49399.0,95.47,94.975,57.276,57.983,175.0,mm-m,127.0,mm-m,77.65,g-g,9.449,mm-m,271.0,9208.074,3419.0,105617.614,2962.0,168375.764,271.0,9208.074,2274.0,62865.1,537.0,35725.115,77.65,80.593,98.128,96.846,100.0,100.0,90.033,92.85,54.855,54.659,34.204,36.411,ɡ ʁ a m ɛ ʁ
gramme,gRam,NC,6.0,4.0,1.5,5.0,1.0,6.21954,2.15,.g.r.a.mm.e,.g.R.a.m.°,(g-g.r-R.a-a.mm-m.e-°),.g.r.a.mme,.g.R.a.m,(g-g.r-R.a-a.mme-m),amme,am,amme-am,9.0,386.0,90.0,99.2,31.034,28.704,2642.0,96673.0,2227.0,62400.0,93.836,93.115,73.825,78.939,175.0,mm-m,20.0,mme-m,77.65,g-g,9.39,mme-m,271.0,9208.074,3326.0,101927.332,2962.0,168375.764,271.0,9208.074,4309.0,118311.813,20.0,3769.046,77.65,80.593,97.177,94.994,100.0,100.0,90.033,92.85,97.938,97.658,9.39,27.589,ɡ ʁ a m
grammes,gRam,NC,7.0,4.0,1.75,6.0,1.0,40.42703,2.5,.g.r.a.mm.e.s,.g.R.a.m.°.#,(g-g.r-R.a-a.mm-m.e-°.s-#),.g.r.a.mmes,.g.R.a.m,(g-g.r-R.a-a.mmes-m),ammes,am,ammes-am,7.0,149.0,87.5,94.118,24.138,11.111,2748.0,97340.0,2226.0,61770.0,94.711,93.716,73.12,74.323,175.0,mm-m,14.0,mmes-m,77.65,g-g,6.573,mmes-m,271.0,9208.074,3054.0,91119.028,4002.0,210357.889,271.0,9208.074,4309.0,118311.813,14.0,1247.018,77.65,80.593,97.883,96.245,99.084,96.724,90.033,92.85,97.938,97.658,6.573,9.128,ɡ ʁ a m
grand,gR@,"ADJ,ADV,NC",5.0,3.0,1.67,4.0,1.0,721.46707,1.85,.g.r.an.d,.g.R.@.#,(g-g.r-R.an-@.d-#),.g.r.and,.g.R.@,(g-g.r-R.and-@),and,@,and-@,6.0,1679.0,85.714,99.815,0.696,3.058,1898.0,63094.0,1771.0,49656.0,93.454,94.128,62.29,64.242,78.0,d-#,6.0,and-@,77.65,g-g,0.657,and-@,271.0,9208.074,3621.0,118941.462,78.0,5283.505,271.0,9208.074,5037.0,138080.748,6.0,1679.276,77.65,80.593,99.935,99.993,96.296,95.934,90.033,92.85,96.181,95.874,0.657,4.001,ɡ ʁ ɑ̃
grande,gR@d,"ADJ,NC",6.0,4.0,1.5,5.0,1.0,914.27292,1.7,.g.r.an.d.e,.g.R.@.d.°,(g-g.r-R.an-@.d-d.e-°),.g.r.an.de,.g.R.@.d,(g-g.r-R.an-@.de-d),ande,@d,ande-@d,12.0,1499.0,100.0,100.0,33.333,57.863,2339.0,89500.0,1501.0,41962.0,94.762,95.181,71.824,75.761,271.0,g-g,121.0,de-d,77.65,g-g,44.539,an-@,271.0,9208.074,2821.0,89972.281,2962.0,168375.764,271.0,9208.074,2806.0,76161.788,121.0,6315.962,77.65,80.593,98.72,98.438,100.0,100.0,90.033,92.85,70.36,68.659,56.542,72.874,ɡ ʁ ɑ̃ d
grandement,gR@dm@,ADV,10.0,6.0,1.67,8.0,2.0,21.7684,3.15,.g.r.an.d.e.m.en.t,.g.R.@.d.°.m.@.#,(g-g.r-R.an-@.d-d.e-°.m-m.en-@.t-#),.g.r.an.d.e.m.ent,.g.R.@.d.°.m.@,(g-g.r-R.an-@.d-d.e-°.m-m.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,1925.0,61624.0,1297.0,33728.0,90.858,92.096,79.222,77.085,271.0,g-g,271.0,g-g,54.259,en-@,33.844,ent-@,271.0,9208.074,2179.0,66204.725,2055.0,86557.658,271.0,9208.074,1700.0,43568.128,309.0,9049.468,77.65,80.593,91.688,92.928,99.084,98.604,90.033,92.85,86.136,85.036,33.844,21.564,ɡ ʁ ɑ̃ d m ɑ̃
grandes,gR@d,"ADJ,NC",7.0,4.0,1.75,6.0,1.0,354.51399,1.8,.g.r.an.d.e.s,.g.R.@.d.°.#,(g-g.r-R.an-@.d-d.e-°.s-#),.g.r.an.des,.g.R.@.d,(g-g.r-R.an-@.des-d),andes,@d,andes-@d,8.0,569.0,100.0,100.0,22.222,21.969,2496.0,91363.0,1486.0,40741.0,95.482,95.438,64.698,61.677,271.0,g-g,60.0,des-d,77.65,g-g,28.037,des-d,271.0,9208.074,2675.0,82152.74,4002.0,210357.889,271.0,9208.074,2806.0,76161.788,60.0,1433.611,77.65,80.593,99.04,98.828,99.084,96.724,90.033,92.85,70.36,68.659,28.037,16.541,ɡ ʁ ɑ̃ d
grandeur,gR@d9R,NC,8.0,6.0,1.33,6.0,2.0,3.10977,2.7,.g.r.an.d.eu.r,.g.R.@.d.9.R,(g-g.r-R.an-@.d-d.eu-9.r-R),.g.r.an.d.eu.r,.g.R.@.d.9.R,(g-g.r-R.an-@.d-d.eu-9.r-R),eur,9R,eur-9R,153.0,6412.0,100.0,100.0,54.448,59.82,1581.0,55067.0,1276.0,39573.0,89.753,89.551,74.046,76.641,271.0,g-g,271.0,g-g,64.992,eu-9,23.185,r-R,271.0,9208.074,2216.0,71525.813,352.0,35090.703,271.0,9208.074,1756.0,48025.212,364.0,36129.368,77.65,80.593,90.288,89.312,99.717,99.462,90.033,92.85,82.765,82.544,23.185,36.823,ɡ ʁ ɑ̃ d œ ʁ
grandeurs,gR@d9R,NC,9.0,6.0,1.5,7.0,2.0,6.21954,2.8,.g.r.an.d.eu.r.s,.g.R.@.d.9.R.#,(g-g.r-R.an-@.d-d.eu-9.r-R.s-#),.g.r.an.d.eu.rs,.g.R.@.d.9.R,(g-g.r-R.an-@.d-d.eu-9.rs-R),eurs,9R,eurs-9R,105.0,2945.0,100.0,100.0,37.367,27.473,2765.0,100588.0,1247.0,35107.0,91.122,90.651,72.199,72.089,271.0,g-g,190.0,rs-R,64.992,eu-9,12.102,rs-R,271.0,9208.074,3017.0,96909.582,4002.0,210357.889,271.0,9208.074,1756.0,48025.212,190.0,9332.446,77.65,80.593,92.224,91.448,99.084,96.724,90.033,92.85,82.765,82.544,12.102,9.512,ɡ ʁ ɑ̃ d œ ʁ
grandi,gR@di,VER,6.0,5.0,1.2,5.0,2.0,9.32932,1.95,.g.r.an.d.i,.g.R.@.d.i,(g-g.r-R.an-@.d-d.i-i),.g.r.an.d.i,.g.R.@.d.i,(g-g.r-R.an-@.d-d.i-i),i,i,i-i,109.0,15440.0,100.0,100.0,19.569,40.121,1771.0,59422.0,1402.0,40622.0,94.762,95.181,69.872,73.681,120.0,i-i,120.0,i-i,77.65,g-g,19.2,i-i,271.0,9208.074,2821.0,89972.281,120.0,17986.932,271.0,9208.074,2207.0,58638.147,120.0,17986.932,77.65,80.593,98.72,98.438,100.0,100.0,90.033,92.85,80.043,78.655,19.2,39.589,ɡ ʁ ɑ̃ d i
grandir,gR@diR,VER,7.0,6.0,1.17,6.0,2.0,18.65863,2.1,.g.r.an.d.i.r,.g.R.@.d.i.R,(g-g.r-R.an-@.d-d.i-i.r-R),.g.r.an.d.i.r,.g.R.@.d.i.R,(g-g.r-R.an-@.d-d.i-i.r-R),ir,iR,ir-iR,91.0,3396.0,100.0,100.0,65.468,59.542,2228.0,72931.0,1840.0,52881.0,91.275,91.367,75.046,77.12,271.0,g-g,271.0,g-g,74.122,i-i,23.185,r-R,271.0,9208.074,3187.0,98321.284,352.0,35090.703,271.0,9208.074,2602.0,67987.723,364.0,36129.368,77.65,80.593,92.571,92.036,99.717,99.462,90.033,92.85,84.264,83.262,23.185,36.823,ɡ ʁ ɑ̃ d i ʁ
grandira,gR@diRA,VER,8.0,7.0,1.14,7.0,3.0,3.10977,2.9,.g.r.an.d.i.r.a,.g.R.@.d.i.R.A,(g-g.r-R.an-@.d-d.i-i.r-R.a-A),.g.r.an.d.i.r.a,.g.R.@.d.i.R.A,(g-g.r-R.an-@.d-d.i-i.r-R.a-A),a,A,a-A,211.0,4027.0,92.952,10.64,66.144,29.075,2781.0,86437.0,2277.0,60480.0,91.4,79.941,84.404,79.068,227.0,a-A,227.0,a-A,74.122,i-i,44.539,an-@,271.0,9208.074,3794.0,118345.96,227.0,4123.597,271.0,9208.074,3089.0,82006.328,227.0,4123.597,77.65,80.593,94.05,93.628,91.903,10.857,90.033,92.85,86.648,85.785,67.56,31.7,ɡ ʁ ɑ̃ d i ʁ ɑ
grandis,gR@di,VER,7.0,5.0,1.4,6.0,2.0,6.21954,1.95,.g.r.an.d.i.s,.g.R.@.d.i.#,(g-g.r-R.an-@.d-d.i-i.s-#),.g.r.an.d.is,.g.R.@.d.i,(g-g.r-R.an-@.d-d.is-i),is,i,is-i,97.0,8297.0,95.098,98.632,17.415,21.56,2837.0,102142.0,1400.0,39168.0,91.169,90.91,69.488,70.481,271.0,g-g,108.0,is-i,74.122,i-i,17.28,is-i,271.0,9208.074,3187.0,98321.284,4002.0,210357.889,271.0,9208.074,2207.0,58638.147,108.0,10716.285,77.65,80.593,92.571,92.036,99.084,96.724,90.033,92.85,80.043,78.655,17.28,23.587,ɡ ʁ ɑ̃ d i
grandissent,gR@dis,VER,11.0,6.0,1.83,8.0,2.0,6.21954,3.7,.g.r.an.d.i.ss.en.t,.g.R.@.d.i.s.#.#,(g-g.r-R.an-@.d-d.i-i.ss-s.en-#.t-#),.g.r.an.d.i.ssent,.g.R.@.d.i.s,(g-g.r-R.an-@.d-d.i-i.ssent-s),issent,is,issent-is,32.0,330.0,100.0,100.0,34.043,17.377,2054.0,64609.0,1789.0,46982.0,85.286,84.412,73.157,71.508,271.0,g-g,57.0,ssent-s,35.269,en-#,11.85,ssent-s,271.0,9208.074,2351.0,70184.739,2055.0,86557.658,271.0,9208.074,2602.0,67987.723,57.0,733.913,77.65,80.593,84.259,82.683,99.084,98.604,90.033,92.85,84.264,83.262,11.85,3.149,ɡ ʁ ɑ̃ d i s
grandit,gR@di,VER,7.0,5.0,1.4,6.0,2.0,9.32932,2.2,.g.r.an.d.i.t,.g.R.@.d.i.#,(g-g.r-R.an-@.d-d.i-i.t-#),.g.r.an.d.it,.g.R.@.d.i,(g-g.r-R.an-@.d-d.it-i),it,i,it-i,80.0,4201.0,97.561,99.852,14.363,10.917,2512.0,81508.0,1398.0,38112.0,91.169,91.224,69.2,68.157,271.0,g-g,99.0,it-i,74.122,i-i,15.84,it-i,271.0,9208.074,3187.0,98321.284,2055.0,86557.658,271.0,9208.074,2207.0,58638.147,99.0,5439.002,77.65,80.593,92.571,92.036,99.084,98.604,90.033,92.85,80.043,78.655,15.84,11.971,ɡ ʁ ɑ̃ d i
grands,gR@,"ADJ,NC",6.0,3.0,2.0,5.0,1.0,416.70943,1.7,.g.r.an.d.s,.g.R.@.#.#,(g-g.r-R.an-@.d-#.s-#),.g.r.ands,.g.R.@,(g-g.r-R.ands-@),ands,@,ands-@,5.0,510.0,100.0,100.0,0.58,0.929,2312.0,91804.0,1771.0,49266.0,76.063,76.395,62.254,63.313,47.0,d-#,5.0,ands-@,3.71,d-#,0.548,ands-@,271.0,9208.074,2430.0,79817.788,4002.0,210357.889,271.0,9208.074,5037.0,138080.748,5.0,510.003,77.65,80.593,67.86,68.22,99.084,96.724,90.033,92.85,96.181,95.874,0.548,1.215,ɡ ʁ ɑ̃
grange,gR@Z,NC,6.0,4.0,1.5,5.0,1.0,49.75635,1.85,.g.r.an.g.e,.g.R.@.Z.°,(g-g.r-R.an-@.g-Z.e-°),.g.r.an.ge,.g.R.@.Z,(g-g.r-R.an-@.ge-Z),ange,@Z,ange-@Z,11.0,762.0,100.0,100.0,44.0,72.7,2218.0,86285.0,1510.0,41893.0,87.43,88.135,73.065,75.006,271.0,g-g,155.0,ge-Z,59.632,g-Z,44.539,an-@,271.0,9208.074,2619.0,84613.083,2962.0,168375.764,271.0,9208.074,2806.0,76161.788,155.0,6039.191,77.65,80.593,86.501,86.694,100.0,100.0,90.033,92.85,70.36,68.659,61.508,69.856,ɡ ʁ ɑ̃ ʒ
graphie,gRafi,NC,7.0,5.0,1.4,6.0,2.0,3.10977,2.9,.g.r.a.ph.i.e,.g.R.a.f.i.#,(g-g.r-R.a-a.ph-f.i-i.e-#),.g.r.a.ph.ie,.g.R.a.f.i,(g-g.r-R.a-a.ph-f.ie-i),ie,i,ie-i,155.0,6851.0,100.0,100.0,27.828,17.802,2506.0,74139.0,1824.0,50761.0,76.649,73.879,64.556,62.168,86.0,ph-f,70.0,ph-f,16.592,e-#,11.111,ph-f,271.0,9208.074,3544.0,105442.698,591.0,13854.118,271.0,9208.074,2896.0,79196.925,161.0,7006.338,77.65,80.593,91.413,89.453,16.592,4.866,90.033,92.85,68.995,67.524,25.76,15.421,ɡ ʁ a f i
graphique,gRafik,"ADJ,NC",9.0,6.0,1.5,7.0,2.0,46.64658,3.55,.g.r.a.ph.i.qu.e,.g.R.a.f.i.k.°,(g-g.r-R.a-a.ph-f.i-i.qu-k.e-°),.g.r.a.ph.i.que,.g.R.a.f.i.k,(g-g.r-R.a-a.ph-f.i-i.que-k),ique,ik,ique-ik,108.0,4973.0,100.0,100.0,55.102,71.576,2561.0,88567.0,2150.0,59083.0,91.606,91.045,73.859,75.661,86.0,ph-f,70.0,ph-f,74.122,i-i,11.111,ph-f,271.0,9208.074,2939.0,88476.484,2962.0,168375.764,271.0,9208.074,3119.0,83406.807,155.0,11664.766,77.65,80.593,92.718,91.345,100.0,100.0,90.033,92.85,75.979,74.914,49.206,61.462,ɡ ʁ a f i k
graphiques,gRafik,"ADJ,NC",10.0,6.0,1.67,8.0,2.0,6.21954,3.75,.g.r.a.ph.i.qu.e.s,.g.R.a.f.i.k.°.#,(g-g.r-R.a-a.ph-f.i-i.qu-k.e-°.s-#),.g.r.a.ph.i.ques,.g.R.a.f.i.k,(g-g.r-R.a-a.ph-f.i-i.ques-k),iques,ik,iques-ik,72.0,1474.0,100.0,100.0,36.735,21.218,2651.0,90080.0,2140.0,57516.0,92.541,91.755,70.526,67.4,86.0,ph-f,70.0,ph-f,74.122,i-i,11.111,ph-f,271.0,9208.074,2823.0,83512.756,4002.0,210357.889,271.0,9208.074,3119.0,83406.807,92.0,2257.707,77.65,80.593,93.932,92.787,99.084,96.724,90.033,92.85,75.979,74.914,29.206,11.896,ɡ ʁ a f i k
grappe,gRap,NC,6.0,4.0,1.5,5.0,1.0,3.10977,1.8,.g.r.a.pp.e,.g.R.a.p.°,(g-g.r-R.a-a.pp-p.e-°),.g.r.a.ppe,.g.R.a.p,(g-g.r-R.a-a.ppe-p),appe,ap,appe-ap,7.0,78.0,100.0,100.0,35.0,17.482,2649.0,95738.0,2225.0,61505.0,93.836,93.115,74.638,73.278,209.0,pp-p,11.0,ppe-p,77.65,g-g,12.644,ppe-p,271.0,9208.074,3337.0,100369.337,2962.0,168375.764,271.0,9208.074,4309.0,118311.813,11.0,186.586,77.65,80.593,97.177,94.994,100.0,100.0,90.033,92.85,97.938,97.658,12.644,4.946,ɡ ʁ a p
grappes,gRap,NC,7.0,4.0,1.75,6.0,1.0,3.10977,2.2,.g.r.a.pp.e.s,.g.R.a.p.°.#,(g-g.r-R.a-a.pp-p.e-°.s-#),.g.r.a.ppes,.g.R.a.p,(g-g.r-R.a-a.ppes-p),appes,ap,appes-ap,2.0,19.0,100.0,100.0,10.0,4.196,2754.0,96561.0,2223.0,61463.0,94.711,93.716,72.339,72.186,209.0,pp-p,3.0,ppes-p,77.65,g-g,3.448,ppes-p,271.0,9208.074,3063.0,89950.532,4002.0,210357.889,271.0,9208.074,4309.0,118311.813,3.0,21.769,77.65,80.593,97.883,96.245,99.084,96.724,90.033,92.85,97.938,97.658,3.448,0.577,ɡ ʁ a p
gras,gRA,"ADJ,ADV,NC",4.0,3.0,1.33,4.0,1.0,556.64916,1.85,.g.r.a.s,.g.R.A.#,(g-g.r-R.a-A.s-#),.g.r.as,.g.R.A,(g-g.r-R.as-A),as,A,as-A,56.0,6963.0,86.154,98.461,17.555,50.269,2705.0,108828.0,1788.0,51104.0,71.247,73.06,67.726,78.343,271.0,g-g,57.0,as-A,8.284,a-A,16.964,as-A,271.0,9208.074,3273.0,107872.177,4002.0,210357.889,271.0,9208.074,5037.0,138080.748,57.0,6023.637,77.65,80.593,54.126,57.461,99.084,96.724,90.033,92.85,96.181,95.874,16.964,46.306,ɡ ʁ ɑ
gratte,gRat,"NC,VER",6.0,4.0,1.5,5.0,1.0,6.21954,2.05,.g.r.a.tt.e,.g.R.a.t.°,(g-g.r-R.a-a.tt-t.e-°),.g.r.a.tte,.g.R.a.t,(g-g.r-R.a-a.tte-t),atte,at,atte-at,4.0,62.0,100.0,100.0,12.903,8.403,2670.0,96365.0,2245.0,62306.0,93.836,93.115,74.183,74.688,271.0,g-g,92.0,tte-t,77.65,g-g,10.824,tte-t,271.0,9208.074,3373.0,101413.191,2962.0,168375.764,271.0,9208.074,4309.0,118311.813,92.0,3392.775,77.65,80.593,97.177,94.994,100.0,100.0,90.033,92.85,97.938,97.658,10.824,10.588,ɡ ʁ a t
gratuite,gRat8it,ADJ,8.0,7.0,1.14,8.0,2.0,9.32932,3.0,.g.r.a.t.u.i.t.e,.g.R.a.t.8.i.t.°,(g-g.r-R.a-a.t-t.u-8.i-i.t-t.e-°),.g.r.a.t.u.i.te,.g.R.a.t.8.i.t,(g-g.r-R.a-a.t-t.u-8.i-i.te-t),uite,8it,uite-8it,13.0,1001.0,100.0,100.0,52.0,78.729,3142.0,104009.0,2347.0,65482.0,78.746,77.861,88.409,91.388,271.0,g-g,271.0,g-g,18.829,u-8,42.118,te-t,271.0,9208.074,3651.0,109080.884,2962.0,168375.764,271.0,9208.074,3160.0,86065.201,358.0,18839.025,77.65,80.593,75.387,73.716,100.0,100.0,90.033,92.85,97.342,97.615,42.118,58.793,ɡ ʁ a t ɥ i t
gratuitement,gRat8itm@,ADV,12.0,9.0,1.33,11.0,3.0,24.87817,4.6,.g.r.a.t.u.i.t.e.m.en.t,.g.R.a.t.8.i.t.°.m.@.#,(g-g.r-R.a-a.t-t.u-8.i-i.t-t.e-°.m-m.en-@.t-#),.g.r.a.t.u.i.t.e.m.ent,.g.R.a.t.8.i.t.°.m.@,(g-g.r-R.a-a.t-t.u-8.i-i.t-t.e-°.m-m.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,2622.0,79778.0,2134.0,57463.0,80.275,80.341,89.505,88.738,271.0,g-g,271.0,g-g,18.829,u-8,33.844,ent-@,271.0,9208.074,2946.0,86866.312,2055.0,86557.658,271.0,9208.074,2595.0,69546.491,309.0,9049.468,77.65,80.593,78.476,78.284,99.084,98.604,90.033,92.85,96.396,96.621,33.844,21.564,ɡ ʁ a t ɥ i t m ɑ̃
gratuites,gRat8it,ADJ,9.0,7.0,1.29,9.0,2.0,6.21954,3.25,.g.r.a.t.u.i.t.e.s,.g.R.a.t.8.i.t.°.#,(g-g.r-R.a-a.t-t.u-8.i-i.t-t.e-°.s-#),.g.r.a.t.u.i.tes,.g.R.a.t.8.i.t,(g-g.r-R.a-a.t-t.u-8.i-i.tes-t),uites,8it,uites-8it,10.0,115.0,100.0,100.0,40.0,9.047,3157.0,103638.0,2326.0,63614.0,81.006,79.957,85.972,85.56,271.0,g-g,213.0,tes-t,18.829,u-8,25.059,tes-t,271.0,9208.074,3449.0,101882.774,4002.0,210357.889,271.0,9208.074,3160.0,86065.201,213.0,5765.551,77.65,80.593,78.903,77.471,99.084,96.724,90.033,92.85,97.342,97.615,25.059,17.993,ɡ ʁ a t ɥ i t
gratuits,gRat8i,ADJ,8.0,6.0,1.33,8.0,2.0,21.7684,3.05,.g.r.a.t.u.i.t.s,.g.R.a.t.8.i.#.#,(g-g.r-R.a-a.t-t.u-8.i-i.t-#.s-#),.g.r.a.t.u.its,.g.R.a.t.8.i,(g-g.r-R.a-a.t-t.u-8.its-i),uits,8i,uits-8i,17.0,958.0,100.0,100.0,27.869,13.646,2842.0,97130.0,2052.0,57529.0,69.003,68.626,80.743,81.255,271.0,g-g,29.0,its-i,6.889,t-#,4.64,its-i,271.0,9208.074,3077.0,92912.59,4002.0,210357.889,271.0,9208.074,3003.0,83572.389,29.0,1676.17,77.65,80.593,62.548,61.949,99.084,96.724,90.033,92.85,97.446,97.748,4.64,3.689,ɡ ʁ a t ɥ i
grave,gRav,"ADJ,NC,VER",5.0,4.0,1.25,5.0,1.0,59.08566,1.8,.g.r.a.v.e,.g.R.a.v.°,(g-g.r-R.a-a.v-v.e-°),.g.r.a.ve,.g.R.a.v,(g-g.r-R.a-a.ve-v),ave,av,ave-av,8.0,152.0,100.0,100.0,53.333,59.036,2835.0,102562.0,2239.0,62413.0,93.836,93.115,83.357,85.005,271.0,g-g,67.0,ve-v,77.65,g-g,47.518,ve-v,271.0,9208.074,3647.0,111741.811,2962.0,168375.764,271.0,9208.074,4309.0,118311.813,67.0,3821.912,77.65,80.593,97.177,94.994,100.0,100.0,90.033,92.85,97.938,97.658,47.518,51.856,ɡ ʁ a v
gravée,gRave,"VER,ADJ",6.0,5.0,1.2,6.0,2.0,3.10977,1.95,.g.r.a.v.é.e,.g.R.a.v.e.#,(g-g.r-R.a-a.v-v.é-e.e-#),.g.r.a.v.ée,.g.R.a.v.e,(g-g.r-R.a-a.v-v.ée-e),ée,e,ée-e,303.0,4428.0,100.0,100.0,13.698,7.787,2426.0,68888.0,2045.0,56304.0,80.938,78.253,79.743,79.581,271.0,g-g,271.0,g-g,16.592,e-#,12.808,ée-e,271.0,9208.074,3424.0,97567.195,591.0,13854.118,271.0,9208.074,3205.0,89180.368,338.0,4770.442,77.65,80.593,97.846,96.014,16.592,4.866,90.033,92.85,98.625,98.438,12.808,9.738,ɡ ʁ a v e
gravées,gRave,"VER,ADJ",7.0,5.0,1.4,7.0,2.0,3.10977,1.95,.g.r.a.v.é.e.s,.g.R.a.v.e.#.#,(g-g.r-R.a-a.v-v.é-e.e-#.s-#),.g.r.a.v.ées,.g.R.a.v.e,(g-g.r-R.a-a.v-v.ées-e),ées,e,ées-e,207.0,2590.0,100.0,100.0,9.358,4.555,2618.0,87875.0,2024.0,55925.0,82.323,80.619,78.932,78.806,271.0,g-g,231.0,ées-e,8.14,e-#,8.753,ées-e,271.0,9208.074,2810.0,79112.333,4002.0,210357.889,271.0,9208.074,3205.0,89180.368,231.0,2873.463,77.65,80.593,79.905,77.404,99.084,96.724,90.033,92.85,98.625,98.438,8.753,5.866,ɡ ʁ a v e
gravement,gRavm@,ADV,9.0,6.0,1.5,8.0,2.0,6.21954,3.2,.g.r.a.v.e.m.en.t,.g.R.a.v.°.m.@.#,(g-g.r-R.a-a.v-v.e-°.m-m.en-@.t-#),.g.r.a.v.e.m.ent,.g.R.a.v.°.m.@,(g-g.r-R.a-a.v-v.e-°.m-m.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,2235.0,69788.0,1725.0,46818.0,90.279,90.804,87.186,85.564,271.0,g-g,271.0,g-g,54.259,en-@,33.844,ent-@,271.0,9208.074,2592.0,77089.49,2055.0,86557.658,271.0,9208.074,2299.0,61893.461,309.0,9049.468,77.65,80.593,90.917,91.206,99.084,98.604,90.033,92.85,97.285,96.906,33.844,21.564,ɡ ʁ a v m ɑ̃
graves,gRav,"ADJ,NC,VER",6.0,4.0,1.5,6.0,1.0,3.10977,1.75,.g.r.a.v.e.s,.g.R.a.v.°.#,(g-g.r-R.a-a.v-v.e-°.s-#),.g.r.a.ves,.g.R.a.v,(g-g.r-R.a-a.ves-v),aves,av,aves-av,5.0,65.0,100.0,100.0,33.333,25.302,2909.0,102248.0,2233.0,61769.0,94.711,93.716,79.279,76.261,271.0,g-g,44.0,ves-v,77.65,g-g,31.206,ves-v,271.0,9208.074,3295.0,98479.888,4002.0,210357.889,271.0,9208.074,4309.0,118311.813,44.0,1243.917,77.65,80.593,97.883,96.245,99.084,96.724,90.033,92.85,97.938,97.658,31.206,16.878,ɡ ʁ a v
gravés,gRave,"VER,ADJ",6.0,5.0,1.2,6.0,2.0,3.10977,2.1,.g.r.a.v.é.s,.g.R.a.v.e.#,(g-g.r-R.a-a.v-v.é-e.s-#),.g.r.a.v.és,.g.R.a.v.e,(g-g.r-R.a-a.v-v.és-e),és,e,és-e,339.0,4764.0,100.0,100.0,15.325,8.377,2995.0,101639.0,2053.0,56403.0,94.687,93.562,80.061,79.784,271.0,g-g,271.0,g-g,77.65,g-g,14.399,és-e,271.0,9208.074,3424.0,97567.195,4002.0,210357.889,271.0,9208.074,3205.0,89180.368,380.0,5268.017,77.65,80.593,97.846,96.014,99.084,96.724,90.033,92.85,98.625,98.438,14.399,10.754,ɡ ʁ a v e
gravier,gRavje,NC,7.0,6.0,1.17,6.0,2.0,3.10977,2.35,.g.r.a.v.i.er,.g.R.a.v.j.e,(g-g.r-R.a-a.v-v.i-j.er-e),.g.r.a.v.i.er,.g.R.a.v.j.e,(g-g.r-R.a-a.v-v.i-j.er-e),ier,je,ier-je,115.0,3443.0,98.291,96.85,31.335,46.946,2239.0,68113.0,2018.0,56832.0,82.034,81.146,85.37,87.731,271.0,g-g,271.0,g-g,24.494,i-j,30.504,er-e,271.0,9208.074,3090.0,94952.6,805.0,19660.067,271.0,9208.074,2758.0,78031.518,805.0,19660.067,77.65,80.593,79.006,77.826,98.531,94.982,90.033,92.85,97.92,98.35,30.504,40.134,ɡ ʁ a v j e
gravitationnel,gRavitasjOnEl,ADJ,14.0,13.0,1.08,13.0,5.0,6.21954,5.95,.g.r.a.v.i.t.a.t.i.o.nn.e.l,.g.R.a.v.i.t.a.s.j.O.n.E.l,(g-g.r-R.a-a.v-v.i-i.t-t.a-a.t-s.i-j.o-O.nn-n.e-E.l-l),.g.r.a.v.i.t.a.t.i.o.nn.e.l,.g.R.a.v.i.t.a.s.j.O.n.E.l,(g-g.r-R.a-a.v-v.i-i.t-t.a-a.t-s.i-j.o-O.nn-n.e-E.l-l),el,El,el-El,27.0,2407.0,100.0,100.0,18.75,18.49,2195.0,70906.0,2035.0,58478.0,73.978,74.977,75.867,78.68,139.0,l-l,139.0,l-l,9.193,t-s,16.03,t-s,271.0,9208.074,2556.0,81149.246,139.0,19930.536,271.0,9208.074,2368.0,66461.491,139.0,19930.536,77.65,80.593,71.533,72.234,97.203,99.534,90.033,92.85,79.995,80.999,16.295,39.003,ɡ ʁ a v i t a s j ɔ n ɛ l
