Word,Length,Freq_KF,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,SUBTLCD,LgSUBTLCD,Ortho_N,Phono_N,Phono_N_H,OG_N,OG_N_H,Freq_N,Freq_N_P,Freq_N_PH,Freq_N_OG,Freq_N_OGH,Freq_Greater,Freq_G_Mean,Freq_Less,Freq_L_Mean,Freq_Rel,OLD,OLDF,PLD,PLDF,Concreteness_Rating,Semantic_Neighborhood_Density,Semantic_Neighbors,Semantic_Diversity,Age_Of_Acquisition,Body_Object_Interaction,Emotional_Valence,Emotional_Arousal,Emotional_Dominance,Assoc_Freq_R1,Assoc_Types_R1,Assoc_Freq_R123,Assoc_Types_R123,BG_Sum,BG_Mean,BG_Freq_By_Pos,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy,Word_IPA
poignant,8,6,475,6.163,0.510,1.431,0.290,1.398,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.050,6.590,2.850,7.455,1.630,0.438,0,1.663,13.000,#,5.100,4.090,6.440,5,5,18,17,"10,415","1,487.857","1,479","p""OI.nj@nt",7,2,{poign--ant},"{p""OI.nj--@nt}",2,JJ,710.619,0.053,143.811,21,0.64,819.773,0.387,157.782,22,0.88, p ɔɪ n j ə n t 
poignantly,10,1,27,3.296,0.020,0.301,0.010,0.301,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.750,6.138,3.900,6.391,1.930,0.216,0,1.741,#,#,#,#,#,#,#,#,#,"12,379","1,375.444","1,708","p""OI.nj@nt.li",9,3,{poign--ant}>ly>,"{p""OI.nj--@nt}.>li>",3,RB,911.250,0.370,250.910,20,0.59,924.200,0.814,247.758,20,0.833, p ɔɪ n j ə n t l i 
poinsettia,10,#,126,4.836,0.060,0.602,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.900,6.286,4.600,6.937,4.920,0.234,0,#,8.890,5.348,#,#,#,#,#,#,#,"20,130","2,236.667","2,356","pOIn.s""E.4i@",8,3,{poinsettia},"{pOIn.s""E.4i@}",1,NN,914.182,0.365,335.791,22,0.69,903.783,0.55,277.641,23,0.852, p ɔɪ n s ɛ ɾ iə 
point,5,395,"256,288",12.454,236.530,4.082,62.020,3.716,3,5,5,2,2,10.1,7.814,7.814,9.638,9.638,0,#,3,10.1,1.23,1.750,8.001,1.800,7.631,3.390,0.695,"9,491",2.214,4.550,3.174,5.450,3.860,6.270,426,201,"1,070",451,"11,338","2,834.500","1,259","p""OInt",4,1,{point},"{p""OInt}",1,NN|VB,556.121,-0.736,136.418,33,0.97,640.071,-0.502,266.416,28,1.0, p ɔɪ n t 
pointed,7,74,"19,379",9.872,7.590,2.589,4.180,2.546,3,4,4,1,1,9.4,6.394,6.394,8.698,8.698,1,9.9,2,9.2,1.05,1.850,7.458,1.850,7.193,3.570,0.636,"5,797",2.098,4.550,2.522,#,#,#,19,14,117,81,"20,218","3,369.667","2,656","p""OIn4.@d",6,2,{point}>ed>,"{p""OIn4}.>@d>",2,VB|JJ,633.059,-0.538,198.853,34,1.0,601.778,-0.547,126.299,27,1.0, p ɔɪ n t ᵻ d 
pointedly,9,3,362,5.892,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.550,6.488,3.450,6.439,2.220,0.308,0,1.551,#,#,#,#,#,#,#,4,4,"22,074","2,759.250","2,845","p""OIn4.@d.li",8,3,{point}>ed>>ly>,"{p""OIn4}.>@d>.>li>",3,RB,895.655,0.225,407.395,29,0.85,800.600,0.242,271.768,25,0.926, p ɔɪ n t ᵻ d l i 
pointer,7,3,"15,566",9.653,1.080,1.748,0.390,1.532,3,3,3,1,1,9.3,6.704,6.704,7.455,7.455,2,10.2,1,7.5,1.04,1.800,8.063,1.850,7.152,4.110,0.528,0,1.579,7.700,3.609,4.570,3.730,6.120,18,4,39,19,"21,895","3,649.167","2,776","p""OIn4.@`",5,2,{point}>er>,"{p""OIn4}.>@`>",2,NN,681.344,-0.356,235.548,32,0.97,633.481,-0.454,150.854,27,1.0, p ɔɪ n t ɚ 
pointers,8,1,"13,503",9.511,1.390,1.857,0.790,1.826,1,3,3,1,1,6.2,4.955,4.955,6.221,6.221,0,#,1,6.2,1.53,2.150,6.556,2.250,6.490,#,0.476,0,1.576,7.700,#,#,#,#,5,2,12,5,"23,364","3,337.714","2,965","p""OIn4.@`z",6,2,{point}>er>>s>,"{p""OIn4}.>@`>>z>",3,NN,629.412,-0.531,165.283,34,1.0,639.429,-0.287,159.438,28,1.0, p ɔɪ n t ɚ z 
pointing,8,26,"12,081",9.399,8.330,2.629,4.330,2.561,2,4,4,1,1,9.3,7.961,7.961,8.615,8.615,1,10.0,1,8.6,1.01,2.000,6.785,1.900,7.425,4.070,0.597,"2,929",1.994,4.550,2.125,#,#,#,5,5,36,29,"26,929","3,847.000","3,580","p""OIn4.IN",6,2,{point}>ing>,"{p""OIn4}.>IN>",2,VB|NN,627.581,-0.492,198.397,31,0.94,665.000,-0.404,116.606,26,1.0, p ɔɪ n t ɪ ŋ 
pointless,9,1,"4,454",8.402,3.590,2.265,2.050,2.238,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.800,5.304,2.850,5.707,1.930,0.413,0,1.887,7.950,#,3.220,4.260,3.750,68,28,243,125,"21,234","2,654.250","2,583","p""OInt.l@s",7,2,{point}>less>,"{p""OInt}.>l@s>",2,JJ,624.176,-0.551,188.815,34,1.0,622.036,-0.417,111.970,28,1.0, p ɔɪ n t l ə s 
points,6,143,"95,563",11.468,32.200,3.216,12.510,3.021,3,3,3,2,2,8.0,8.149,8.149,7.612,7.612,0,#,3,8.0,1.43,1.800,7.876,1.850,7.513,#,0.670,"8,011",2.078,4.550,#,#,#,#,42,29,156,105,"12,344","2,468.800","1,407","p""OInts",5,1,{point}>s>,"{p""OInt}>s>",2,NN|VB,625.545,-0.642,326.705,33,0.97,609.593,-0.642,118.971,27,1.0, p ɔɪ n t s 
poise,5,6,231,5.442,1.100,1.756,0.420,1.556,2,13,13,1,1,8.3,7.892,7.892,9.943,9.943,2,8.3,0,#,0.66,1.750,8.041,1.500,7.926,2.390,0.286,0,1.747,11.330,#,5.500,3.770,6.200,25,15,62,34,"6,215","1,553.750","1,118","p""OIz",3,1,{poise},"{p""OIz}",1,NN|VB,717.258,-0.261,148.552,31,0.94,611.680,-0.534,113.367,25,0.926, p ɔɪ z 
poised,6,12,"1,153",7.05,1.250,1.813,0.740,1.799,1,3,3,0,0,0.0,7.983,7.983,#,#,0,#,1,0.0,0.00,1.850,6.747,1.900,7.241,2.210,0.428,0,1.873,11.330,#,#,#,#,11,10,29,25,"10,700","2,140.000","1,804","p""OIzd",4,1,{poise}>ed>,"{p""OIz}>d>",2,VB,637.781,-0.387,169.806,32,0.97,639.115,-0.271,132.746,26,0.929, p ɔɪ z d 
poises,6,2,1,0.0,#,#,#,#,3,4,4,1,1,7.1,7.308,7.308,7.968,7.968,3,7.1,0,#,0.00,1.750,7.437,2.050,7.043,#,0.397,0,#,#,#,#,#,#,#,#,#,#,"10,704","2,140.800","1,847","p""OIz.@z",5,2,{poise}>s>,"{p""OIz}.>@z>",2,VB|NN,695.067,-0.086,111.729,30,0.94,710.542,0.017,184.700,24,0.857, p ɔɪ z ᵻ z 
poison,6,10,"5,095",8.536,24.550,3.098,8.300,2.843,1,1,1,0,0,9.5,7.050,7.05,#,#,1,9.5,0,#,0.90,2.150,7.562,2.150,7.396,4.270,0.587,"2,348",1.666,5.580,4.036,2.160,6.010,3.380,340,71,805,194,"9,572","1,914.400","1,311","p""OI.zn=",4,2,{poison},"{p""OI.zn=}",1,NN|VB,556.065,-0.706,103.255,31,1.0,593.148,-0.532,82.896,27,1.0, p ɔɪ z ə n 
poisoned,8,4,"1,096",6.999,7.730,2.597,3.140,2.422,0,1,1,0,0,#,6.676,6.676,#,#,#,#,#,#,#,2.800,6.786,2.500,7.004,#,0.560,6,1.711,5.580,#,#,#,#,2,2,9,6,"16,332","2,333.143","2,435","p""OI.zn=d",5,2,{poison}>ed>,"{p""OI.zn=}>d>",2,VB,731.000,-0.289,211.956,33,0.94,686.786,-0.305,243.971,28,1.0, p ɔɪ z ə n d 
poisoning,9,3,"1,751",7.468,5.920,2.481,2.690,2.356,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.000,6.842,2.700,6.640,3.410,0.561,225,1.512,8.140,#,2.270,6.350,3.740,14,8,31,17,"21,904","2,738.000","2,991","p""OI.zn=.IN",6,3,{poison}>ing>,"{p""OI.zn=}.>IN>",2,NN|VB,693.000,-0.255,219.156,33,1.0,691.071,-0.194,214.980,28,1.0, p ɔɪ z ə n ɪ ŋ 
poisonous,9,5,"1,356",7.212,3.330,2.233,1.550,2.117,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.600,6.038,2.750,7.401,2.740,0.536,0,1.571,4.890,#,2.520,5.670,4.000,43,15,117,47,"13,514","1,689.250","1,680","p""OI.zn=.@s",6,3,{poison}>ous>,"{p""OI.zn=}.>@s>",2,JJ,887.448,0.216,430.208,29,0.97,725.786,-0.116,161.887,28,1.0, p ɔɪ z ə n ə s 
poisons,7,2,793,6.676,1.370,1.851,0.760,1.813,1,2,2,0,0,7.8,3.500,3.5,#,#,1,7.8,0,#,0.86,2.350,7.361,2.450,7.223,#,0.439,0,1.429,5.580,#,#,#,#,21,2,22,2,"11,428","1,904.667","1,491","p""OI.zn=z",5,2,{poison}>s>,"{p""OI.zn=}>z>",2,NN|VB,602.735,-0.607,154.727,34,1.0,631.192,-0.423,163.805,26,0.963, p ɔɪ z ə n z 
poke,4,1,"2,583",7.857,5.840,2.476,2.730,2.362,11,23,23,8,8,7.7,7.712,7.712,8.387,8.387,6,8.7,5,6.4,1.03,1.200,8.257,1.000,8.037,4.220,0.373,0,1.802,4.950,2.259,4.140,5.410,6.740,150,50,388,131,"2,202",734.000,536,"p""ok",3,1,{poke},"{p""ok}",1,NN|VB,703.839,-0.368,297.458,31,0.97,568.250,-0.707,77.049,28,1.0, p oʊ k 
poked,5,4,888,6.789,1.310,1.833,0.740,1.799,5,14,14,3,3,6.6,7.304,7.304,6.830,6.830,2,8.2,3,5.6,1.02,1.700,6.927,1.400,7.707,3.800,0.323,0,1.450,4.950,#,#,#,#,#,#,2,1,"6,687","1,671.750",796,"p""okt",4,1,{poke}>ed>,"{p""ok}>t>",2,VB,617.971,-0.525,169.701,35,1.0,679.296,-0.353,287.102,27,1.0, p oʊ k t 
poker,5,6,"4,519",8.416,16.060,2.914,5.190,2.639,5,10,10,4,4,7.7,5.901,5.901,6.629,6.629,1,12.1,4,6.6,1.09,1.650,7.387,1.700,6.605,4.200,0.571,"1,327",1.678,9.100,4.591,5.790,5.050,5.670,91,37,333,101,"8,364","2,091.000","1,882","p""ok.@`",4,2,{poke}>er>,"{p""ok}.>@`>",2,NN,636.562,-0.530,346.843,32,0.94,555.852,-0.709,85.715,27,1.0, p oʊ k ɚ 
pokerfaced,10,1,3,1.099,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.950,6.409,4.750,5.506,#,0.213,0,#,#,#,#,#,#,#,#,#,#,"16,507","1,834.111","2,625","p""ok.@`.f%est",8,3,{poke}>er>{face}>ed>,"{p""ok}.>@`>.{f%es}t",4,JJ,953.808,0.484,270.630,26,0.79,807.296,0.363,170.705,27,0.964, p oʊ k ɚ f eɪ s t 
pokes,5,3,411,6.019,0.390,1.322,0.240,1.322,8,16,16,5,5,7.1,7.150,7.15,7.035,7.035,5,7.9,3,5.6,0.85,1.500,7.622,1.200,7.496,#,0.318,0,#,4.950,#,#,#,#,5,5,8,7,"6,691","1,672.750","1,027","p""oks",4,1,{poke}>s>,"{p""ok}>s>",2,VB,685.727,-0.194,172.311,33,1.0,615.464,-0.527,125.353,28,1.0, p oʊ k s 
poking,6,5,"1,641",7.403,3.750,2.283,2.060,2.240,5,10,10,4,4,6.2,7.081,7.081,6.525,6.525,1,7.9,4,5.8,1.20,1.750,7.715,1.600,7.458,3.850,0.343,0,1.581,4.950,#,#,#,#,5,5,12,12,"12,544","2,508.800","1,339","p""ok.IN",5,2,{poke}>ing>,"{p""ok}.>IN>",2,VB,702.188,-0.279,244.835,32,0.94,600.464,-0.637,118.784,28,1.0, p oʊ k ɪ ŋ 
poky,4,#,56,4.025,0.100,0.778,0.050,0.699,3,8,8,2,2,6.5,6.263,6.263,5.773,5.773,2,7.8,1,3.8,0.62,1.800,7.515,1.650,6.886,#,0.203,0,#,7.310,#,#,#,#,2,2,4,3,"1,397",465.667,445,"p""ok.i",4,2,{poke}>y>,"{p""ok}.>i>",2,JJ,840.375,0.422,291.882,16,0.5,634.857,-0.451,190.475,21,0.808, p oʊ k i 
polack,6,#,65,4.174,0.800,1.623,0.240,1.322,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.100,7.431,1.950,7.655,#,0.158,0,#,#,#,#,#,#,#,#,#,#,"6,798","1,359.600","1,235","""polak",5,2,#,,#,NN,977.562,0.369,509.072,16,0.52,769.900,0.003,258.613,20,0.8, p ɑː l æ k 
Poland,6,33,"5,372",8.589,2.840,2.164,0.820,1.845,0,1,1,0,0,#,4.913,4.913,#,#,#,#,#,#,#,2.000,7.794,2.100,7.258,#,0.614,"3,764",#,#,#,#,#,#,14,7,43,18,"9,637","1,927.400","1,645","p""o.l@nd",6,2,{po--land},"{p""o-.-l@nd}",2,NN,699.121,-0.439,229.723,33,0.97,605.536,-0.394,104.854,28,1.0, p oʊ l ə n d 
Poland's,8,2,106,4.663,#,#,#,#,0,1,1,0,0,#,5.088,5.088,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"10,725","1,532.143","1,883","p""o.l@ndz",7,2,{po--land}>'s>,"{p""o-.-l@nd}>z>",3,encl,803.788,-0.029,394.024,33,1.0,656.393,-0.341,109.351,28,1.0, p oʊ l ə n d z 
polar,5,7,"3,651",8.203,2.650,2.134,1.050,1.949,2,14,14,2,2,7.7,6.828,6.828,7.714,7.714,1,9.2,1,6.3,1.06,1.850,7.364,1.550,7.048,3.180,0.590,"2,485",1.233,8.160,2.037,5.190,3.950,4.100,23,13,87,39,"7,357","1,839.250","1,357","p""ol.@`",4,2,{pole}>ar>,"{p""ol}.>@`>",2,JJ|NN,642.655,-0.531,166.652,29,0.91,635.808,-0.489,181.022,26,0.963, p oʊ l ɚ 
Polaris,7,10,572,6.349,0.200,1.041,0.110,1.000,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.700,7.168,2.950,7.154,#,0.438,0,0.733,#,#,#,#,#,1,1,1,1,"12,990","2,165.000","2,119","po.l""a.rIs",7,3,{polaris},"{po.l""a.rIs}",1,NN,690.593,-0.216,227.876,27,0.75,850.750,0.387,242.281,24,0.857, p oʊ l ɑːɹ ɹ ɪ s 
polarities,10,1,161,5.081,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.100,6.397,3.250,6.408,#,0.248,0,#,13.370,#,#,#,#,#,#,#,#,"22,927","2,547.444","3,368","pol.""ar.@.4iz",9,4,{pole}>ar>>ity>>s>,"{pol}.>""ar$>.>@.4i>>z>",4,NN,993.741,0.535,386.880,27,0.79,824.240,0.316,270.227,25,0.926, p oʊ l æ ɹ ᵻ ɾ i z 
polarity,8,5,"4,316",8.37,0.350,1.279,0.180,1.204,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.700,6.677,2.700,6.566,2.190,0.511,0,1.356,13.370,#,#,#,#,2,1,9,8,"13,110","1,872.857","2,283","pol.""ar.@.4i",8,4,{pole}>ar>>ity>,"{pol}.>""ar$>.>@.4i>",3,NN,761.071,-0.104,349.300,28,0.88,725.346,-0.135,178.586,26,0.963, p oʊ l æ ɹ ᵻ ɾ i 
polarization,12,6,649,6.475,0.080,0.699,0.050,0.699,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.650,5.180,3.850,5.227,2.560,0.557,9,1.210,15.560,#,#,#,#,1,1,2,2,"27,067","2,460.636","3,381","p%ol.@`.@z.""e.Sn=",9,5,{pole}>ar>>ise>>ation>,"{p%ol}.>@`>.>@z$>.>""e.Sn=>",4,NN,863.364,0.306,267.453,33,0.94,794.667,0.089,172.647,27,1.0, p oʊ l ɚ ɹ ᵻ z eɪ ʃ ə n 
polarize,8,1,146,4.984,0.020,0.301,0.010,0.301,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.700,5.651,2.800,4.774,3.030,0.206,0,#,12.370,#,#,#,#,#,#,3,3,"11,331","1,618.714","1,996","p""ol.@`.aIz",6,3,{pole}>ar>>ise>,"{p""ol}.>@`>.>aIz>",3,VB,694.853,-0.392,250.517,34,1.0,642.741,-0.301,156.199,27,1.0, p oʊ l ɚ ɹ aɪ z 
polarized,9,3,637,6.457,0.350,1.279,0.120,1.041,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.000,6.163,3.200,5.471,#,0.484,0,1.490,#,#,#,#,#,1,1,6,6,"15,816","1,977.000","2,611","p""ol.@`.aIzd",7,3,{pole}>ar>>ise>>ed>,"{p""ol}.>@`>.>aIz>>d>",4,VB,657.344,-0.347,183.759,32,1.0,622.115,-0.399,119.214,26,0.963, p oʊ l ɚ ɹ aɪ z d 
polarizing,10,1,179,5.187,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.750,6.400,3.800,5.880,#,0.317,0,#,#,#,#,#,#,2,2,6,6,"21,766","2,418.444","2,949","p""ol.@`.%aIz.IN",8,4,{pole}>ar>>ise>>ing>,"{p""ol}.>@`>.>%aIz>.>IN>",4,VB,727.968,-0.042,227.532,31,0.91,776.000,0.084,184.378,27,0.964, p oʊ l ɚ ɹ aɪ z ɪ ŋ 
Polaroid,8,1,636,6.455,1.430,1.869,0.660,1.748,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.450,6.532,3.700,5.737,4.730,0.368,0,1.282,#,#,#,#,#,2,2,25,11,"10,696","1,528.000","1,609","p""o.l@`.rOId",7,3,{polaroid},"{p""o.l@`.rOId}",1,NN,726.188,-0.246,291.706,32,1.0,687.444,-0.147,122.167,27,0.964, p oʊ l ɐ ɹ ɔɪ d 
pole,4,18,"5,730",8.653,12.590,2.808,4.700,2.597,14,34,37,11,14,8.5,8.240,8.261,8.762,8.780,6,9.4,8,7.8,1.02,1.200,8.207,1.000,8.965,4.660,0.610,"4,224",1.694,5.630,5.320,5.600,3.050,4.590,166,64,478,164,"5,789","1,929.667","1,206","p""ol",3,1,{pole},"{p""ol}",1,NN,577.088,-0.785,169.035,34,1.0,606.481,-0.631,219.707,27,1.0, p oʊ l 
polecat,7,1,38,3.638,0.290,1.204,0.150,1.146,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.950,6.800,3.400,5.351,#,0.221,0,#,10.570,#,#,#,#,1,1,3,3,"13,075","2,179.167","2,170","p""ol.k%at",6,2,{pole}{cat},"{p""ol}.{k%at}",2,NN,845.444,0.365,184.602,9,0.29,828.217,0.484,259.903,23,0.958, p oʊ l k æ t 
polemic,7,1,226,5.421,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.600,6.322,2.800,6.604,#,0.415,0,1.445,13.850,#,#,#,#,1,1,4,3,"10,464","1,744.000","1,762","p@.l""E.mIk",7,3,{polemic},"{p@.l""E.mIk}",1,JJ,906.556,0.381,341.822,9,0.26,934.444,0.75,303.770,18,0.783, p ɑː l ɛ m ɪ k 
polemical,9,1,110,4.7,#,#,#,#,0,1,1,0,0,#,5.215,5.215,#,#,#,#,#,#,#,3.300,6.457,3.500,6.875,#,0.412,0,1.326,#,#,#,#,#,#,#,1,1,"15,331","1,916.375","2,057","p@.l""E.mIk.l=",8,4,{polemic}>al>,"{p@.l""E.mIk}.>l=>",2,JJ,"1,010.667",0.743,423.732,6,0.19,763.818,0.443,159.187,11,0.611, p ɑː l ɛ m ɪ k əl 
polemics,8,1,184,5.215,0.020,0.301,0.010,0.301,0,1,1,0,0,#,4.700,4.7,#,#,#,#,#,#,#,2.700,6.517,3.200,6.387,#,0.377,0,1.396,13.850,#,#,#,#,#,#,1,1,"10,565","1,509.286","1,773","p@.l""E.mIks",8,3,{polemic}>s>,"{p@.l""E.mIk}>s>",2,NN,789.000,0.453,142.845,4,0.12,894.273,0.681,174.101,11,0.55, p ɑː l ɛ m ɪ k s 
poles,5,12,"2,877",7.965,2.160,2.045,1.080,1.964,10,29,33,5,9,7.2,6.709,6.757,7.650,7.731,3,8.7,7,6.5,1.11,1.450,7.643,1.000,7.654,#,0.599,"3,304",1.564,5.630,#,#,#,#,16,10,67,29,"10,278","2,569.500","1,697","p""olz",4,1,{pole}>s>,"{p""ol}>z>",2,NN,681.727,-0.464,274.874,33,0.94,588.154,-0.611,118.961,26,1.0, p oʊ l z 
police,6,155,"48,000",10.779,236.160,4.081,40.160,3.528,2,1,1,0,0,9.7,5.147,5.147,#,#,0,#,2,9.7,1.11,1.850,7.431,1.900,8.041,4.790,0.675,"8,274",1.612,5.050,4.739,4.590,5.950,3.440,"1,012",230,"2,667",585,"9,045","1,809.000","1,731","p@.l""is",5,2,{police},"{p@.l""is}",1,NN|VB,564.917,-0.751,182.078,36,1.0,607.917,-0.604,132.556,24,1.0, p ə l iː s 
policed,7,1,220,5.394,0.080,0.699,0.050,0.699,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.200,6.975,2.150,7.839,3.080,0.267,0,1.745,5.050,#,#,#,#,#,#,#,#,"13,530","2,255.000","2,542","p@.l""ist",6,2,{police}>ed>,"{p@.l""is}>t>",2,VB|JJ,785.419,-0.000,386.669,31,0.91,769.560,0.13,248.988,25,0.926, p ə l iː s t 
policeman,9,19,"1,453",7.281,11.730,2.777,4.600,2.588,1,0,8,0,8,6.9,#,6.92,#,6.920,0,#,1,6.9,1.05,3.500,6.590,3.600,6.200,4.930,0.561,126,1.403,4.440,5.429,4.210,4.060,5.760,40,22,96,53,"15,219","1,902.375","2,161","p@.l""is.m@n",8,3,{police}>man>,"{p@.l""is}.>m@n>",2,NN,680.727,-0.479,208.191,33,1.0,678.185,-0.251,114.315,27,1.0, p ə l iː s m ə n 
policeman's,11,1,110,4.7,#,#,#,#,1,0,9,0,9,3.2,#,3.178,#,3.178,0,#,1,3.2,1.48,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,1,"16,427","1,642.700","2,259","p@.l""is.m@nz",9,3,{police}>man>>'s>,"{p@.l""is}.>m@n>>z>",3,encl,789.235,-0.115,296.292,34,1.0,669.630,-0.282,106.368,27,1.0, p ə l iː s m ə n z 
policemen,9,15,"1,012",6.92,3.860,2.297,1.760,2.173,1,0,8,0,8,7.3,#,7.281,#,7.281,1,7.3,0,#,0.95,3.550,6.429,3.600,6.200,#,0.573,4,1.326,4.440,#,#,#,#,4,3,9,8,"15,613","1,951.625","2,312","p@.l""is.m@n",8,3,{police}>men>,"{p@.l""is}.>m@n>",2,NN,797.394,-0.262,440.305,33,1.0,654.480,-0.325,115.677,25,1.0, p ə l iː s m ɛ n 
policemen's,11,1,24,3.178,#,#,#,#,1,0,9,0,9,4.7,#,4.7,#,4.700,1,4.7,0,#,0.68,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"16,821","1,682.100","2,410","p@.l""is.m@nz",9,3,{police}>men>>'s>,"{p@.l""is}.>m@n>>z>",3,encl,800.588,-0.040,397.958,34,1.0,652.269,-0.325,117.961,26,1.0, p ə l iː s m ɛ n z 
policewoman,11,#,60,4.094,0.450,1.380,0.210,1.279,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.750,4.870,5.050,4.320,4.890,0.291,0,1.240,6.370,4.905,5.050,3.920,5.120,4,1,5,1,"16,072","1,607.200","1,897","p@.l""is.w%U.m@n",10,4,{police}>woman>,"{p@.l""is}.>w%U.m@n>",2,NN,810.000,-0.074,299.262,34,1.0,673.462,-0.271,98.723,26,1.0, p ə l iː s w ʊ m ə n
policies,8,68,"15,119",9.624,3.080,2.199,1.410,2.075,1,1,1,1,1,3.3,3.332,3.332,3.332,3.332,0,#,1,3.3,2.89,2.600,6.159,2.600,6.683,#,0.640,"5,623",1.702,10.320,#,#,#,#,#,#,20,19,"14,141","2,020.143","2,574","p""A.l@.siz",7,3,{policy}>s>,"{p""A.l@.si}>z>",2,NN,717.353,-0.102,211.121,34,1.0,710.370,-0.187,237.128,27,0.964,p ɑː l ɪ s i z 
policing,8,3,796,6.68,0.180,1.000,0.110,1.000,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.600,6.938,2.500,7.268,#,0.556,16,1.131,#,#,#,#,#,1,1,3,3,"19,213","2,744.714","3,524","p@.l""is.IN",7,3,{police}>ing>,"{p@.l""is}.>IN>",2,VB,821.690,0.255,252.627,29,0.88,862.429,0.426,254.993,21,0.875, p ə l iː s ɪ ŋ 
policy,6,222,"47,846",10.776,27.020,3.140,10.100,2.928,1,0,0,0,0,10.8,#,0.0,#,#,1,10.8,0,#,1.00,2.450,6.696,2.050,6.345,2.760,0.664,"7,241",1.889,10.320,#,3.770,3.300,6.110,47,31,149,89,"7,589","1,517.800","1,580","p""A.l@.si",6,3,{policy},"{p""A.l@.si}",1,NN,703.067,-0.364,357.103,30,0.97,625.444,-0.483,87.968,27,0.964, p ɑː l ɪ s i 
poling,6,2,114,4.736,0.060,0.602,0.020,0.477,5,9,14,4,4,6.2,7.311,7.317,6.590,6.590,5,6.2,0,#,0.76,1.650,7.251,1.600,7.428,#,0.202,0,#,#,#,#,#,#,#,#,#,#,"15,935","3,187.000","2,115","p""olIN",5,2,#,,#,#,842.889,0.365,317.623,9,0.28,677.136,-0.107,138.446,22,0.815, p oʊ l ɪ ŋ 
polio,5,1,"1,469",7.292,0.880,1.663,0.380,1.518,1,1,1,1,1,6.6,6.596,6.596,6.596,6.596,0,#,1,6.6,1.11,1.900,7.659,1.900,7.608,3.590,0.475,0,1.293,11.670,3.120,2.670,5.000,3.440,14,4,33,9,"7,629","1,907.250","1,396","p""o.li.o",5,3,{polio},"{p""o.li.o}",1,NN,779.839,0.037,232.030,31,0.91,669.679,-0.229,174.943,28,1.0, p oʊ l ɪ oʊ 
polish,6,19,"6,046",8.707,9.670,2.694,3.870,2.513,0,1,1,0,0,#,4.754,4.754,#,#,#,#,#,#,#,2.000,6.766,1.900,6.085,4.230,0.645,"6,440",1.529,8.060,2.880,6.000,3.360,6.380,100,40,362,112,"9,175","1,835.000","1,776","p""A.lIS",5,2,{polish},"{p""A.lIS}",1,NN|VB,635.471,-0.551,255.733,34,0.97,640.885,-0.411,176.291,26,0.929, p ɑː l ɪ ʃ 
polished,8,14,"1,988",7.595,2.000,2.013,1.110,1.973,1,0,0,0,0,4.6,#,0.0,#,#,0,#,1,4.6,1.67,2.550,6.664,2.350,6.071,3.590,0.559,38,1.640,8.060,2.038,#,#,#,10,8,76,51,"15,409","2,201.286","2,759","p""A.lISt",6,2,{polish}>ed>,"{p""A.lIS}>t>",2,VB|JJ,658.176,-0.444,254.427,34,1.0,587.250,-0.525,78.130,24,1.0, p ɑː l ɪ ʃ t 
