,,grammatical,number of,number of,graphemic,number of,number of,EQOL,Levenstein,Grapheme-Phoneme segmentation,,,Phoneme-Grapheme segmentation,,,Rime segmentation,,,Rime match frequency,,Ortho-Phono rime consistency,,Phono-Ortho rime consistency,,G-Ph frequency,,Ph-G frequency,,G-Ph consistency,,Ph-G consistency,,Least frequent G-Ph,,Least frequent Ph-G,,Least consistent G-Ph,,Least consistent Ph-G,,Frequency initial G-Ph,,Mean frequency internal G-Ph,,Frequency final G-Ph,,Frequency initial Ph-G,,Mean frequency internal Ph-G,,Frequency final Ph-G,,Consistency initial G-Ph,,Mean consistency internal G-Ph,,Consistency final G-Ph,,Consistency initial Ph-G,,Mean Consistencyinternal Ph-G,,Consistency final Ph-G,
pantoufles,p@tufl,"NC,VER",10,6,1.67,8,2,6.21954,4.2,.p.an.t.ou.f.l.e.s,.p.@.t.u.f.l.°.#,(p-p.an-@.t-t.ou-u.f-f.l-l.e-°.s-#),.p.an.t.ou.f.les,.p.@.t.u.f.l,(p-p.an-@.t-t.ou-u.f-f.les-l),oufles,ufl,oufles-ufl,1,6,100,100,14.286,8,2048,79222,1078,38211,96.964,96.585,70.118,67.397,416,f-f,197,les-l,83.919,t-t,23.095,les-l,1317,78832.869,1844,57431.5,4002,210357.889,1317,78832.869,1238,36560.97,197,4188.885,100,100,96.105,95.992,99.084,96.724,100,100,74.403,74.046,23.095,8.197
papa,papa,NC,4,4,1,4,2,149.26905,1.9,.p.a.p.a,.p.a.p.a,(p-p.a-a.p-p.a-a),.p.a.p.a,.p.a.p.a,(p-p.a-a.p-p.a-a),a,a,a-a,16,33822,7.048,89.36,61.538,64.684,1566,62448,1551,61618,74.158,92,87.642,96.45,20,a-a,20,a-a,8.097,a-a,66.667,a-a,1317,78832.869,2464,68550.55,20,33856.09,1317,78832.869,2433,66891.485,20,33856.09,100,100,94.268,89.428,8.097,89.143,100,100,91.951,93.029,66.667,99.743
papas,papa,NC,5,4,1.25,5,2,3.10977,2.05,.p.a.p.a.s,.p.a.p.a.#,(p-p.a-a.p-p.a-a.s-#),.p.a.p.as,.p.a.p.a,(p-p.a-a.p-p.as-a),as,a,as-a,6,65,9.231,0.923,23.077,0.125,2765,104957,1547,53170,95.836,92.113,75.975,71.562,1317,p-p,6,as-a,91.562,a-a,20,as-a,1317,78832.869,2836,78531.407,4002,210357.889,1317,78832.869,2433,66891.485,6,65.306,100,100,93.366,87.947,99.084,96.724,100,100,91.951,93.029,20,0.192
papeterie,pap%tRi,NC,9,7,1.29,9,3,3.10977,3.9,.p.a.p.e.t.e.r.i.e,.p.a.p.%.t.°.R.i.#,(p-p.a-a.p-p.e-%.t-t.e-°.r-R.i-i.e-#),.p.a.p.e.t.e.r.ie,.p.a.p.%.t.°.R.i,(p-p.a-a.p-p.e-%.t-t.e-°.r-R.ie-i),ie,i,ie-i,155,6851,100,100,27.828,17.802,2679,82672,1991,59585,75.658,72.217,87.331,86.437,591,e-#,161,ie-i,16.592,e-#,25.76,ie-i,1317,78832.869,3172,93051.873,591,13854.118,1317,78832.869,2409,65140.695,161,7006.338,100,100,80.618,77.87,16.592,4.866,100,100,95.481,96.013,25.76,15.421
papi,papi,NC,4,4,1,4,2,3.10977,1.95,.p.a.p.i,.p.a.p.i,(p-p.a-a.p-p.i-i),.p.a.p.i,.p.a.p.i,(p-p.a-a.p-p.i-i),i,i,i-i,109,15440,100,100,19.569,40.121,1591,58480,1576,57651,97.134,94.714,75.775,81.412,120,i-i,120,i-i,91.562,a-a,19.2,i-i,1317,78832.869,2464,68550.55,120,17986.932,1317,78832.869,2433,66891.485,120,17986.932,100,100,94.268,89.428,100,100,100,100,91.951,93.029,19.2,39.589
papier,papje,NC,6,5,1.2,5,2,127.50065,1.9,.p.a.p.i.er,.p.a.p.j.e,(p-p.a-a.p-p.i-j.er-e),.p.a.p.i.er,.p.a.p.j.e,(p-p.a-a.p-p.i-j.er-e),ier,je,ier-je,115,3443,98.291,96.85,31.335,46.946,1693,56036,1681,55372,82.312,80.032,82.042,84.855,805,er-e,805,er-e,24.494,i-j,30.504,er-e,1317,78832.869,2114,60562.021,805,19660.067,1317,78832.869,2094,59455.978,805,19660.067,100,100,71.01,68.392,98.531,94.982,100,100,93.235,94.714,30.504,40.134
papiers,papje,NC,7,5,1.4,6,2,43.53681,2.45,.p.a.p.i.er.s,.p.a.p.j.e.#,(p-p.a-a.p-p.i-j.er-e.s-#),.p.a.p.i.ers,.p.a.p.j.e,(p-p.a-a.p-p.i-j.ers-e),iers,je,iers-je,53,1611,96.364,97.004,14.441,21.968,1955,78779,1533,51800,85.352,83.65,76.457,77.562,68,er-e,68,ers-e,24.494,i-j,2.577,ers-e,1317,78832.869,1603,45870.88,4002,210357.889,1317,78832.869,2094,59455.978,68,1797.454,100,100,78.258,76.294,99.084,96.724,100,100,93.235,94.714,2.577,3.669
papillon,papij§,NC,8,6,1.33,5,3,18.65863,3.15,.p.a.p.ill.on,.p.a.p.ij.§,(p-p.a-a.p-p.ill-ij.on-§),.p.a.p.ill.on,.p.a.p.ij.§,(p-p.a-a.p-p.ill-ij.on-§),illon,j§,illon-j§,9,124,100,100,2.074,0.737,1351,48618,1330,47601,86.865,84.67,74.568,74.998,101,ill-ij,59,ill-ij,46.759,ill-ij,40.136,ill-ij,1317,78832.869,1676,46545.191,408,24620.095,1317,78832.869,1642,44850.363,408,24620.095,100,100,78.432,74.521,99.029,99.786,100,100,74.679,73.329,48.804,55.006
papillons,papij§,NC,9,6,1.5,6,3,52.86612,3.35,.p.a.p.ill.on.s,.p.a.p.ij.§.#,(p-p.a-a.p-p.ill-ij.on-§.s-#),.p.a.p.ill.ons,.p.a.p.ij.§,(p-p.a-a.p-p.ill-ij.ons-§),illons,j§,illons-j§,4,72,100,100,0.922,0.424,1891,76919,1315,44303,88.997,86.578,72.774,67.63,101,ill-ij,59,ill-ij,46.759,ill-ij,39.833,ons-§,1317,78832.869,1506,43081.402,4002,210357.889,1317,78832.869,1642,44850.363,333,8128.987,100,100,83.724,80.685,99.084,96.724,100,100,74.679,73.329,39.833,18.162
pâques,pAk,NC,6,3,2,5,1,18.65863,2.6,.p.â.qu.e.s,.p.A.k.°.#,(p-p.â-A.qu-k.e-°.s-#),.p.â.ques,.p.A.k,(p-p.â-A.ques-k),âques,Ak,âques-Ak,1,19,100,100,100,100,1628,73986,489,27505,98.452,98.87,50.143,41.777,60,â-A,59,â-A,95.238,â-A,21.223,â-A,1317,78832.869,940,26913.118,4002,210357.889,1317,78832.869,59,1424.284,92,2257.707,100,100,97.726,99.209,99.084,96.724,100,100,21.223,13.435,29.206,11.896
paquet,pakE,NC,6,4,1.5,4,2,40.42703,2.5,.p.a.qu.et,.p.a.k.E,(p-p.a-a.qu-k.et-E),.p.a.qu.et,.p.a.k.E,(p-p.a-a.qu-k.et-E),et,E,et-E,60,2895,90.909,14.604,8.811,3.176,1372,50253,1306,46658,95.967,95.262,56.742,54.843,67,et-E,67,et-E,91.562,a-a,9.28,et-E,1317,78832.869,2052,59552.373,67,3075.573,1317,78832.869,1921,52362.568,67,3075.573,100,100,94.751,91.949,94.366,97.151,100,100,58.844,57.644,9.28,4.083
paquets,pakE,NC,7,4,1.75,5,2,31.09772,2.8,.p.a.qu.et.s,.p.a.k.E.#,(p-p.a-a.qu-k.et-E.s-#),.p.a.qu.ets,.p.a.k.E,(p-p.a-a.qu-k.ets-E),ets,E,ets-E,32,1113,96.97,99.721,4.699,1.221,1891,81913,1299,46213,97.146,96.076,55.668,54.251,34,et-E,36,ets-E,91.562,a-a,4.986,ets-E,1317,78832.869,1379,40125.548,4002,210357.889,1317,78832.869,1921,52362.568,36,1293.667,100,100,95.548,94.551,99.084,96.724,100,100,58.844,57.644,4.986,1.717
par,paR,"NC,PRE",3,3,1,3,1,4708.19456,1.45,.p.a.r,.p.a.R,(p-p.a-a.r-R),.p.a.r,.p.a.R,(p-p.a-a.r-R),ar,aR,ar-aR,2,4711,28.571,88.648,13.333,91.874,1750,70806,1754,71168,97.093,94.816,74.293,78.755,352,r-R,364,r-R,91.562,a-a,23.185,r-R,1317,78832.869,3581,98493.121,352,35090.703,1317,78832.869,3581,98542.877,364,36129.368,100,100,91.562,84.987,99.717,99.462,100,100,99.694,99.441,23.185,36.823
parabolique,paRabOlik,ADJ,11,9,1.22,10,4,3.10977,4.65,.p.a.r.a.b.o.l.i.qu.e,.p.a.R.a.b.O.l.i.k.°,(p-p.a-a.r-R.a-a.b-b.o-O.l-l.i-i.qu-k.e-°),.p.a.r.a.b.o.l.i.que,.p.a.R.a.b.O.l.i.k,(p-p.a-a.r-R.a-a.b-b.o-O.l-l.i-i.que-k),ique,ik,ique-ik,108,4973,100,100,55.102,71.576,2828,95636,2516,74284,93.84,91.99,92.61,94.179,523,qu-k,155,que-k,74.122,i-i,49.206,que-k,1317,78832.869,3000,88644.42,2962,168375.764,1317,78832.869,3024,82579.928,155,11664.766,100,100,92.3,89.987,100,100,100,100,97.755,98.021,49.206,61.462
parachute,paRaSyt,"NC,VER",9,7,1.29,8,3,18.65863,3.7,.p.a.r.a.ch.u.t.e,.p.a.R.a.S.y.t.°,(p-p.a-a.r-R.a-a.ch-S.u-y.t-t.e-°),.p.a.r.a.ch.u.te,.p.a.R.a.S.y.t,(p-p.a-a.r-R.a-a.ch-S.u-y.te-t),ute,yt,ute-yt,8,109,100,100,33.333,16.129,2903,100530,2196,68133,92.956,90.276,90.777,93.248,478,ch-S,344,ch-S,80.266,u-y,42.118,te-t,1317,78832.869,3157,92839,2962,168375.764,1317,78832.869,2739,75851.408,358,18839.025,100,100,90.608,87.035,100,100,100,100,98.665,98.789,42.118,58.793
parachutes,paRaSyt,"NC,VER",10,7,1.43,9,3,3.10977,3.7,.p.a.r.a.ch.u.t.e.s,.p.a.R.a.S.y.t.°.#,(p-p.a-a.r-R.a-a.ch-S.u-y.t-t.e-°.s-#),.p.a.r.a.ch.u.tes,.p.a.R.a.S.y.t,(p-p.a-a.r-R.a-a.ch-S.u-y.tes-t),utes,yt,utes-yt,5,345,100,100,20.833,51.152,2945,100547,2175,66265,93.637,90.993,88.34,87.42,478,ch-S,213,tes-t,80.266,u-y,25.059,tes-t,1317,78832.869,3026,87961.159,4002,210357.889,1317,78832.869,2739,75851.408,213,5765.551,100,100,91.95,88.887,99.084,96.724,100,100,98.665,98.789,25.059,17.993
parachutiste,paRaSytist,NC,12,10,1.2,11,4,3.10977,5.05,.p.a.r.a.ch.u.t.i.s.t.e,.p.a.R.a.S.y.t.i.s.t.°,(p-p.a-a.r-R.a-a.ch-S.u-y.t-t.i-i.s-s.t-t.e-°),.p.a.r.a.ch.u.t.i.s.te,.p.a.R.a.S.y.t.i.s.t,(p-p.a-a.r-R.a-a.ch-S.u-y.t-t.i-i.s-s.te-t),iste,ist,iste-ist,30,768,100,100,48.387,67.302,2938,96851,2326,68192,86.684,83.106,86.586,88.455,478,ch-S,344,ch-S,51.832,s-s,39.587,s-s,1317,78832.869,3116,90905.926,2962,168375.764,1317,78832.869,2698,73030.608,358,18839.025,100,100,83.725,79.352,100,100,100,100,90.468,90.719,42.118,58.793
parachutistes,paRaSytist,NC,13,10,1.3,12,4,3.10977,5.25,.p.a.r.a.ch.u.t.i.s.t.e.s,.p.a.R.a.S.y.t.i.s.t.°.#,(p-p.a-a.r-R.a-a.ch-S.u-y.t-t.i-i.s-s.t-t.e-°.s-#),.p.a.r.a.ch.u.t.i.s.tes,.p.a.R.a.S.y.t.i.s.t,(p-p.a-a.r-R.a-a.ch-S.u-y.t-t.i-i.s-s.tes-t),istes,ist,istes-ist,28,308,100,100,45.161,26.976,2967,97170,2311,66884,87.717,84.241,84.881,84.375,478,ch-S,213,tes-t,51.832,s-s,25.059,tes-t,1317,78832.869,3028,87684.745,4002,210357.889,1317,78832.869,2698,73030.608,213,5765.551,100,100,85.352,81.417,99.084,96.724,100,100,90.468,90.719,25.059,17.993
paradis,paRadi,NC,7,6,1.17,7,3,6.21954,2.6,.p.a.r.a.d.i.s,.p.a.R.a.d.i.#,(p-p.a-a.r-R.a-a.d-d.i-i.s-#),.p.a.r.a.d.is,.p.a.R.a.d.i,(p-p.a-a.r-R.a-a.d-d.is-i),is,i,is-i,97,8297,95.098,98.632,17.415,21.56,3458,120003,2439,74718,93.227,90.693,85.376,86.165,1220,d-d,108,is-i,74.122,i-i,17.28,is-i,1317,78832.869,3778,110166.623,4002,210357.889,1317,78832.869,3302,89689.342,108,10716.285,100,100,90.701,87.625,99.084,96.724,100,100,98.745,98.351,17.28,23.587
paradisiaque,paRadizjak,ADJ,12,10,1.2,11,4,3.10977,5.5,.p.a.r.a.d.i.s.i.a.qu.e,.p.a.R.a.d.i.z.j.a.k.°,(p-p.a-a.r-R.a-a.d-d.i-i.s-z.i-j.a-a.qu-k.e-°),.p.a.r.a.d.i.s.i.a.que,.p.a.R.a.d.i.z.j.a.k,(p-p.a-a.r-R.a-a.d-d.i-i.s-z.i-j.a-a.que-k),iaque,jak,iaque-jak,2,6,100,100,50,18.183,2697,90012,2414,70718,83.229,80.777,93.054,94.258,523,qu-k,155,que-k,24.494,i-j,49.206,que-k,1317,78832.869,2821,82546.82,2962,168375.764,1317,78832.869,2834,77084.985,155,11664.766,100,100,79.502,76.505,100,100,100,100,97.667,97.639,49.206,61.462
parages,paRaZ,NC,7,5,1.4,7,2,3.10977,1.95,.p.a.r.a.g.e.s,.p.a.R.a.Z.°.#,(p-p.a-a.r-R.a-a.g-Z.e-°.s-#),.p.a.r.a.ges,.p.a.R.a.Z,(p-p.a-a.r-R.a-a.ges-Z),ages,aZ,ages-aZ,31,1555,96.875,99.8,25.203,32.175,3080,108467,2717,83259,91.687,89.541,84.749,84.261,616,g-Z,71,ges-Z,59.632,g-Z,28.175,ges-Z,1317,78832.869,3248,94016.269,4002,210357.889,1317,78832.869,4066,111722.167,71,2295.021,100,100,88.545,86.013,99.084,96.724,100,100,98.523,98.252,28.175,26.547
paragraphe,paRagRaf,NC,10,8,1.25,9,3,282.98924,4.45,.p.a.r.a.g.r.a.ph.e,.p.a.R.a.g.R.a.f.°,(p-p.a-a.r-R.a-a.g-g.r-R.a-a.ph-f.e-°),.p.a.r.a.g.r.a.phe,.p.a.R.a.g.R.a.f,(p-p.a-a.r-R.a-a.g-g.r-R.a-a.phe-f),aphe,af,aphe-af,4,323,100,100,40,79.389,3107,105694,2819,82652,90.458,88.152,86.223,87.151,86,ph-f,9,phe-f,39.497,g-g,8.911,phe-f,1317,78832.869,3383,100576.214,2962,168375.764,1317,78832.869,3537,96996.298,9,407.38,100,100,87.731,84.766,100,100,100,100,96.812,96.724,8.911,16.86
paragraphes,paRagRaf,NC,11,8,1.38,10,3,37.31726,4.5,.p.a.r.a.g.r.a.ph.e.s,.p.a.R.a.g.R.a.f.°.#,(p-p.a-a.r-R.a-a.g-g.r-R.a-a.ph-f.e-°.s-#),.p.a.r.a.g.r.a.phes,.p.a.R.a.g.R.a.f,(p-p.a-a.r-R.a-a.g-g.r-R.a-a.phes-f),aphes,af,aphes-af,3,47,100,100,30,11.45,3124,105192,2818,82613,91.32,89.009,85.975,85.51,86,ph-f,7,phes-f,39.497,g-g,6.931,phes-f,1317,78832.869,3240,95340.952,4002,210357.889,1317,78832.869,3537,96996.298,7,90.185,100,100,89.265,86.671,99.084,96.724,100,100,96.812,96.724,6.931,3.732
paraissait,paREsE,VER,10,6,1.67,7,3,6.21954,3.65,.p.a.r.ai.ss.ai.t,.p.a.R.E.s.E.#,(p-p.a-a.r-R.ai-E.ss-s.ai-E.t-#),.p.a.r.ai.ss.ait,.p.a.R.E.s.E,(p-p.a-a.r-R.ai-E.ss-s.ait-E),ait,E,ait-E,265,5815,100,100,38.913,6.38,2239,74965,1852,57302,98.414,97.442,61.791,55.594,711,ss-s,287,ait-E,91.562,a-a,14.095,ai-E,1317,78832.869,2460,71873.362,2055,86557.658,1317,78832.869,2377,64764.408,287,5924.17,100,100,97.963,96.699,99.084,98.604,100,100,57.748,56.424,39.751,7.865
paraissent,paREs,VER,10,5,2,7,2,6.21954,2.95,.p.a.r.ai.ss.en.t,.p.a.R.E.s.#.#,(p-p.a-a.r-R.ai-E.ss-s.en-#.t-#),.p.a.r.ai.ssent,.p.a.R.E.s,(p-p.a-a.r-R.ai-E.ssent-s),aissent,Es,aissent-Es,7,159,100,100,11.111,12.718,2204,73430,2068,65455,89.289,87.256,64.364,62.2,650,en-#,57,ssent-s,35.269,en-#,11.85,ssent-s,1317,78832.869,2412,69724.498,2055,86557.658,1317,78832.869,2989,82569.999,57,733.913,100,100,85.188,82.438,99.084,98.604,100,100,69.99,69.284,11.85,3.149
paraît,paRE,VER,6,4,1.5,5,2,43.53681,2.45,.p.a.r.aî.t,.p.a.R.E.#,(p-p.a-a.r-R.aî-E.t-#),.p.a.r.aît,.p.a.R.E,(p-p.a-a.r-R.aît-E),aît,E,aît-E,7,274,100,100,1.028,0.3,2644,92714,2486,78933,95.104,95.994,74.211,73.92,45,aî-E,7,aît-E,84.906,aî-E,0.97,aît-E,1317,78832.869,3283,99393.899,2055,86557.658,1317,78832.869,4309,118311.813,7,273.66,100,100,92.145,93.789,99.084,98.604,100,100,97.938,97.658,0.97,0.363
paraître,paREtR,VER,8,6,1.33,7,2,6.21954,3.1,.p.a.r.aî.t.r.e,.p.a.R.E.t.R.°,(p-p.a-a.r-R.aî-E.t-t.r-R.e-°),.p.a.r.aî.t.re,.p.a.R.E.t.R,(p-p.a-a.r-R.aî-E.t-t.re-R),aître,EtR,aître-EtR,9,485,100,100,23.077,13.589,3443,122022,2266,72712,94.332,94.522,70.92,71.417,45,aî-E,38,aî-E,83.919,t-t,1.535,aî-E,1317,78832.869,3964,121388.573,2962,168375.764,1317,78832.869,2935,80428.401,537,35725.115,100,100,92.065,92.33,100,100,100,100,72.83,73.023,34.204,36.411
parallèle,paRalEl,"ADJ,NC",9,7,1.29,8,3,24.87817,3.7,.p.a.r.a.ll.è.l.e,.p.a.R.a.l.E.l.°,(p-p.a-a.r-R.a-a.ll-l.è-E.l-l.e-°),.p.a.r.a.ll.è.le,.p.a.R.a.l.E.l,(p-p.a-a.r-R.a-a.ll-l.è-E.le-l),èle,El,èle-El,7,100,100,100,4.861,0.764,2625,94147,2050,63148,97.863,96.203,64.79,62.503,282,ll-l,159,ll-l,91.562,a-a,7.067,ll-l,1317,78832.869,2787,84327.508,2962,168375.764,1317,78832.869,2545,70311.012,307,11646.13,100,100,97.151,94.937,100,100,100,100,63.508,62.946,35.991,22.791
parallèles,paRalEl,"ADJ,NC",10,7,1.43,9,3,59.08566,4,.p.a.r.a.ll.è.l.e.s,.p.a.R.a.l.E.l.°.#,(p-p.a-a.r-R.a-a.ll-l.è-E.l-l.e-°.s-#),.p.a.r.a.ll.è.les,.p.a.R.a.l.E.l,(p-p.a-a.r-R.a-a.ll-l.è-E.les-l),èles,El,èles-El,3,128,100,100,2.083,0.979,2698,94872,2034,62082,97.999,96.26,62.948,60.418,282,ll-l,159,ll-l,91.562,a-a,7.067,ll-l,1317,78832.869,2709,80665.595,4002,210357.889,1317,78832.869,2545,70311.012,197,4188.885,100,100,97.558,95.66,99.084,96.724,100,100,63.508,62.946,23.095,8.197
parallélogrammes,paRalelOgRam,NC,16,12,1.33,14,5,3.10977,7.45,.p.a.r.a.ll.é.l.o.g.r.a.mm.e.s,.p.a.R.a.l.e.l.O.g.R.a.m.°.#,(p-p.a-a.r-R.a-a.ll-l.é-e.l-l.o-O.g-g.r-R.a-a.mm-m.e-°.s-#),.p.a.r.a.ll.é.l.o.g.r.a.mmes,.p.a.R.a.l.e.l.O.g.R.a.m,(p-p.a-a.r-R.a-a.ll-l.é-e.l-l.o-O.g-g.r-R.a-a.mmes-m),ammes,am,ammes-am,7,149,87.5,94.118,24.138,11.111,2813,90853,2413,69219,93.019,90.937,81.719,81.983,175,mm-m,14,mmes-m,39.497,g-g,6.573,mmes-m,1317,78832.869,2839,81896.457,4002,210357.889,1317,78832.869,2762,75054.69,14,1247.018,100,100,91.932,89.699,99.084,96.724,100,100,87.406,87.467,6.573,9.128
paralympiques,paRal5pik,"ADJ,NC",13,9,1.44,11,4,3.10977,5.8,.p.a.r.a.l.ym.p.i.qu.e.s,.p.a.R.a.l.5.p.i.k.°.#,(p-p.a-a.r-R.a-a.l-l.ym-5.p-p.i-i.qu-k.e-°.s-#),.p.a.r.a.l.ym.p.i.ques,.p.a.R.a.l.5.p.i.k,(p-p.a-a.r-R.a-a.l-l.ym-5.p-p.i-i.ques-k),iques,ik,iques-ik,72,1474,100,100,36.735,21.218,2708,91512,2309,67493,95.548,93.814,78.386,77.52,11,ym-5,11,ym-5,74.122,i-i,6.627,ym-5,1317,78832.869,2718,79715.191,4002,210357.889,1317,78832.869,2767,75192.852,92,2257.707,100,100,94.66,92.803,99.084,96.724,100,100,82.323,83.684,29.206,11.896
paralysée,paRalize,"VER,ADJ,NC",9,8,1.13,9,4,3.10977,3.8,.p.a.r.a.l.y.s.é.e,.p.a.R.a.l.i.z.e.#,(p-p.a-a.r-R.a-a.l-l.y-i.s-z.é-e.e-#),.p.a.r.a.l.y.s.ée,.p.a.R.a.l.i.z.e,(p-p.a-a.r-R.a-a.l-l.y-i.s-z.ée-e),ée,e,ée-e,303,4428,100,100,13.698,7.787,2423,72699,2091,62429,82.164,79.031,74.738,74.41,105,y-i,104,y-i,16.592,e-#,2.663,y-i,1317,78832.869,2843,80229.361,591,13854.118,1317,78832.869,2513,69305.206,338,4770.442,100,100,88.984,86.63,16.592,4.866,100,100,80.849,80.924,12.808,9.738
parapluie,paRapl8i,NC,9,8,1.13,9,3,18.65863,3.9,.p.a.r.a.p.l.u.i.e,.p.a.R.a.p.l.8.i.#,(p-p.a-a.r-R.a-a.p-p.l-l.u-8.i-i.e-#),.p.a.r.a.p.l.u.ie,.p.a.R.a.p.l.8.i,(p-p.a-a.r-R.a-a.p-p.l-l.u-8.ie-i),uie,8i,uie-8i,5,152,100,100,8.197,2.171,2657,82646,2171,66144,76.603,73.899,87.309,86.488,312,u-8,161,ie-i,16.592,e-#,25.76,ie-i,1317,78832.869,3144,93018.107,591,13854.118,1317,78832.869,2648,73884.881,161,7006.338,100,100,81.833,80.032,16.592,4.866,100,100,95.452,96.08,25.76,15.421
parascolaire,paRaskOlER,ADJ,12,10,1.2,11,4,3.10977,5,.p.a.r.a.s.c.o.l.ai.r.e,.p.a.R.a.s.k.O.l.E.R.°,(p-p.a-a.r-R.a-a.s-s.c-k.o-O.l-l.ai-E.r-R.e-°),.p.a.r.a.s.c.o.l.ai.re,.p.a.R.a.s.k.O.l.E.R,(p-p.a-a.r-R.a-a.s-s.c-k.o-O.l-l.ai-E.re-R),aire,ER,aire-ER,79,3427,100,100,27.719,28.461,2903,97066,2090,63956,89.315,86.432,74.818,75.53,894,ai-E,349,ai-E,51.832,s-s,14.095,ai-E,1317,78832.869,3072,91168.877,2962,168375.764,1317,78832.869,2381,65625.424,537,35725.115,100,100,86.941,83.417,100,100,100,100,76.747,77.361,34.204,36.411
parascolaires,paRaskOlER,ADJ,13,10,1.3,12,4,3.10977,5.35,.p.a.r.a.s.c.o.l.ai.r.e.s,.p.a.R.a.s.k.O.l.E.R.°.#,(p-p.a-a.r-R.a-a.s-s.c-k.o-O.l-l.ai-E.r-R.e-°.s-#),.p.a.r.a.s.c.o.l.ai.res,.p.a.R.a.s.k.O.l.E.R,(p-p.a-a.r-R.a-a.s-s.c-k.o-O.l-l.ai-E.res-R),aires,ER,aires-ER,54,908,100,100,18.947,7.541,2934,97367,2062,61277,90.129,87.29,73.015,72.799,894,ai-E,254,res-R,51.832,s-s,14.095,ai-E,1317,78832.869,2989,87921.401,4002,210357.889,1317,78832.869,2381,65625.424,254,8934.409,100,100,88.247,85.075,99.084,96.724,100,100,76.747,77.361,16.178,9.106
parasol,paRasOl,NC,7,7,1,7,3,6.21954,3.25,.p.a.r.a.s.o.l,.p.a.R.a.s.O.l,(p-p.a-a.r-R.a-a.s-s.o-O.l-l),.p.a.r.a.s.o.l,.p.a.R.a.s.O.l,(p-p.a-a.r-R.a-a.s-s.o-O.l-l),ol,Ol,ol-Ol,8,339,100,100,13.793,15.549,2606,83674,2431,74688,88.789,84.662,78.634,81.721,139,l-l,139,l-l,51.832,s-s,16.295,l-l,1317,78832.869,3358,97391.006,139,19930.536,1317,78832.869,3112,84810.086,139,19930.536,100,100,84.863,78.62,97.203,99.534,100,100,86.828,86.608,16.295,39.003
parc,paRk,NC,4,4,1,4,1,180.36677,1.55,.p.a.r.c,.p.a.R.k,(p-p.a-a.r-R.c-k),.p.a.r.c,.p.a.R.k,(p-p.a-a.r-R.c-k),arc,aRk,arc-aRk,2,233,66.667,91.464,11.765,46.012,2786,94839,2490,79761,91.265,94.25,75.953,78.552,25,c-k,25,c-k,73.529,c-k,7.937,c-k,1317,78832.869,4902,148468.892,25,3585.57,1317,78832.869,4309,118311.813,25,3585.57,100,100,95.765,92.491,73.529,92.019,100,100,97.938,97.658,7.937,18.892
parce,paRs,ADV,5,4,1.25,5,2,298.5381,1.8,.p.a.r.c.e,.p.a.R.s.°,(p-p.a-a.r-R.c-s.e-°),.p.a.r.ce,.p.a.R.s,(p-p.a-a.r-R.ce-s),arce,aRs,arce-aRs,1,299,100,100,33.333,84.21,2960,113085,2520,80704,86.284,85.039,81.505,81.721,720,c-s,145,ce-s,39.889,c-s,30.146,ce-s,1317,78832.869,3508,106071.64,2962,168375.764,1317,78832.869,4309,118311.813,145,7357.728,100,100,77.14,75.064,100,100,100,100,97.938,97.658,30.146,31.568
parcourent,paRkuR,VER,10,6,1.67,8,2,9.32932,3.25,.p.a.r.c.ou.r.en.t,.p.a.R.k.u.R.#.#,(p-p.a-a.r-R.c-k.ou-u.r-R.en-#.t-#),.p.a.r.c.ou.rent,.p.a.R.k.u.R,(p-p.a-a.r-R.c-k.ou-u.rent-R),ourent,uR,ourent-uR,5,47,100,100,10.417,0.336,2760,94036,1995,64456,84.878,83.517,78.479,78.895,650,en-#,75,rent-R,35.269,en-#,4.777,rent-R,1317,78832.869,3118,97815.673,2055,86557.658,1317,78832.869,2644,76750.281,75,904.954,100,100,79.989,78.255,99.084,98.604,100,100,91.524,93.113,4.777,0.922
parcourir,paRkuRiR,VER,9,8,1.13,8,3,46.64658,3.35,.p.a.r.c.ou.r.i.r,.p.a.R.k.u.R.i.R,(p-p.a-a.r-R.c-k.ou-u.r-R.i-i.r-R),.p.a.r.c.ou.r.i.r,.p.a.R.k.u.R.i.R,(p-p.a-a.r-R.c-k.ou-u.r-R.i-i.r-R),ir,iR,ir-iR,91,3396,100,100,65.468,59.542,3001,101384,2635,82010,89.813,89.234,85.299,87.779,352,r-R,364,r-R,59.224,c-k,23.185,r-R,1317,78832.869,3724,116190.873,352,35090.703,1317,78832.869,3233,90186.387,364,36129.368,100,100,86.465,85.735,99.717,99.462,100,100,93.201,94.235,23.185,36.823
parcours,paRkuR,"VER,NC",8,6,1.33,7,2,59.08566,2.55,.p.a.r.c.ou.r.s,.p.a.R.k.u.R.#,(p-p.a-a.r-R.c-k.ou-u.r-R.s-#),.p.a.r.c.ou.rs,.p.a.R.k.u.R,(p-p.a-a.r-R.c-k.ou-u.rs-R),ours,uR,ours-uR,15,1617,88.235,94.718,31.25,11.662,3339,123281,2014,65861,91.964,91.186,79.7,80.327,962,ou-u,190,rs-R,59.224,c-k,12.102,rs-R,1317,78832.869,3611,114755.389,4002,210357.889,1317,78832.869,2644,76750.281,190,9332.446,100,100,88.933,88.315,99.084,96.724,100,100,91.524,93.113,12.102,9.512
